PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Reche, I; Pulido-Villena, E; Morales-Baquero, R; Casamayor, EO				Casamayor, Emilio/A-3676-2010; Reche, Isabel/K-7120-2014; 	Reche, Isabel/0000-0003-2908-1724; Morales Baquero, Rafael/0000-0002-7075-7899; Casamayor, Emilio O/0000-0001-7074-3318			Does ecosystem size determine aquatic bacterial richness?								ECOLOGY				86	7			1715	1722		10.1890/04-1587			JUL 2005	2005										142	12	0	135	1	157			0012-9658			WOS:000230249600007		
J	Ruano, F; Tinaut, A				Ruano, Francisca/M-1028-2014	Ruano, Francisca/0000-0002-9806-7267			Mating behaviour in a slave-making ant, Rossomyrmex minuchae (Hymenoptera, Formicidae)								NATURWISSENSCHAFTEN				92	7			328	331		10.1007/s00114-005-0633-1			JUL 2005	2005										8	1	0	9	0	9			0028-1042			WOS:000231020400006	15864511	
J	Donaire, T; Pascual, E; Pin, C; Duthou, JL				Donaire, Teodosio/P-7032-2014	Donaire, Teodosio/0000-0001-5582-2253			Microgranular enclaves as evidence of rapid cooling in granitoid rocks: the case of the Los Pedroches granodiorite, Iberian Massif, Spain								CONTRIBUTIONS TO MINERALOGY AND PETROLOGY				149	3			247	265		10.1007/s00410-005-0652-0			MAY 2005	2005										58	9	0	1	0	65			0010-7999	1432-0967		WOS:000228880200001		
J	Gomez, JM								Long-term effects of ungulates on performance, abundance, and spatial distribution of two montane herbs								ECOLOGICAL MONOGRAPHS				75	2			231	258		10.1890/04-0722			MAY 2005	2005										43	0	0	41	0	45			0012-9615			WOS:000228917300006		
J	Gaston, Fco. Javier; Redondo, Victor M.								Idaea davidi sp n. from Sierra Nevada (Andalusia, Spain) (Lepidoptera: Geometridae, Sterrhinae)				Idaea davidi sp. n. de Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae)				Boletin de la S.E.A.					36			51	55					APR 2005	2005										0	0	0	0	0	0			1134-6094			BIOSIS:PREV200510271673		
J	Gomez-Aparicio, L; Gomez, JM; Zamora, R; Boettinger, JL								Canopy vs. soil effects of shrubs facilitating tree seedlings in Mediterranean montane ecosystems								JOURNAL OF VEGETATION SCIENCE				16	2			191	198		10.1111/j.1654-1103.2005.tb02355.x			APR 2005	2005										102	1	0	91	2	104			1100-9233			WOS:000230080600007		
J	Gomez, JM								Non-additive effects of herbivores and pollinators on Erysimum mediohispanicum (Cruciferae) fitness								OECOLOGIA				143	3			412	418		10.1007/s00442-004-1809-7			APR 2005	2005										43	0	0	43	0	43			0029-8549			WOS:000228517300009	15678331	
J	Anichtchenko, Alexandre								A new and little known species of Philorhizus Hope, 1838 (Coleoptera, Carabidae) from Spain.				Especies nuevas y poco conocidas de Philorhizus Hope, 1838 (Coleoptera, Carabidae) de Espana.				Boletin de la Sociedad Andaluza de Entomologia				12				46	50					Febrero 2005	2005										1	0	0	1	0	1			1578-1666			ZOOREC:ZOOR14412073625		
J	Lorite, Juan; Ruiz Girela, Mario; Donaire, Francisco				Lorite, Juan/F-4690-2011	Lorite, Juan/0000-0003-4617-8069			Data on endemic, rare or threatened flora of Sierra Nevada (SE. Spain)				Datos sobre flora endemica, rara o amenazada de Sierra Nevada (SE. Espana)				Acta Botanica Malacitana				30				237	239					2005	2005										0	0	0	1	0	1			0210-9506			BIOSIS:PREV200600335158		
J	Macmillan, Craig W.; Costello, Michael J.								A protocol for using a mite brushing machine for estimating densities of Willamette mite on grapes								American Journal of Enology and Viticulture				56	3			293A	293A					2005	2005						56th Annual Meeting of the American-Society-Entology-and-Viticulture56th Annual Meeting of the American-Society-Entology-and-Viticulture	June 22 -24, 2005June 22 -24, 2005	Amer Soc Entol &ViticultureAmer Soc Entol &Viticulture	Seattle, WA, USASeattle, WA, USA	0	0	0	0	0	0			0002-9254			BIOSIS:PREV200600068334		
J	Tierno de Figueroa, Jose Manuel; Lopez-Rodriguez, Manuel Jesus								Biometric relationships among female size, fecundity, and flight period in Isoperla nevada Aubert 1952 (Plecoptera: Perlodidae).								Annales de la Societe Entomologique de France				41	1			3	6					January-March 2005	2005										0	0	0	0	0	0			0037-9271			ZOOREC:ZOOR14201003705		
J	Gaston, Fco. Javier; Redondo, Victor M.								Idaea davidi sp. n. from Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae).				Idaea davidi sp. n. de Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae).				Boletin de la SEA				36				51	55					30 Abril 2005	2005										0	0	0	1	0	1			1134-6094			ZOOREC:ZOOR14109054482		
S	Benitez, G; Vazquez, R; Zavala, S; Blanco, MW; Ayala, S; Miranda, LF; Gullen, PF						Szczerba, R; Stasinska, G; Gorny, SK		The physical structure of the planetary nebula NGC 6445								PLANETARY NEBULAE AS ASTRONOMICAL TOOLS		AIP Conference Proceedings		804				64	64					2005	2005						International Conference on Planetary Nebulae as Astronomical ToolsInternational Conference on Planetary Nebulae as Astronomical Tools	JUN 28-JUL 02, 2005JUN 28-JUL 02, 2005	LEA Astronome Pologne-France; Polish Acad Sci, Nicolaus Copernicus Astron Ctr; Lab Univers Theories, Observat Paris; Polish State Comm Sci Res; City Gdansk; Gdansk Univ Technol; Acad Comp Ctr TASK; TeleAdresonLEA Astronome Pologne-France; Polish Acad Sci, Nicolaus Copernicus Astron Ctr; Lab Univers Theories, Observat Paris; Polish State Comm Sci Res; City Gdansk; Gdansk Univ Technol; Acad Comp Ctr TASK; TeleAdreson	Gdansk, POLANDGdansk, POLAND	2	0	0	0	0	2			0094-243X		0-7354-0294-9	WOS:000234674000019		
J	Gonzalez-Megias, A.; Gomez, J.M.; Sanchez-Pinero, F.				Sanchez Pinero, Francisco/L-2629-2014				Diverse responses of shrub-associated arthropods to ungulate removal.								Zoologica Baetica				16				121	139					2005	2005										0	0	0	0	0	0			1130-4251			ZOOREC:ZOOR14212075472		
J	Perez-Contreras, J.; Garzon Gutierrez, J.; Garcia, I.; Tamayo, A.								Status of the citril finch Serinus citrinella (Pallas, 1764) in Sierra Nevada (Spain).				Situacion del verderon serrano Serinus citrinella (Pallas, 1764) en Sierra Nevada (Espana).				Zoologica Baetica				16				171	176					2005	2005										0	0	0	1	0	1			1130-4251			ZOOREC:ZOOR14212075482		
J	de Galdeano, CS; Alfaro, P				ALFARO GARCIA, PEDRO/H-2038-2015	ALFARO GARCIA, PEDRO/0000-0002-2753-2969			Tectonic significance of the present relief of the Betic Cordillera								GEOMORPHOLOGY				63	3-4			175	190		10.1016/j.geomorph.2004.04.002			DEC 6 2004	2004										39	0	0	1	0	39			0169-555X			WOS:000225366300005		
J	Hodar, JA; Zamora, R; Castro, J; Baraza, E				Castro, Jorge/M-1509-2014; Baraza, Elena/H-2546-2015	Castro, Jorge/0000-0002-6362-2240; Baraza, Elena/0000-0002-2928-3978			Feast and famine: previous defoliation limiting survival of pine processionary caterpillar Thaumetopoea pityocampa in Scots pine Pinus sylvestris								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				26	3			203	210		10.1016/j.actao.2004.05.004			DEC 2004	2004										21	1	0	19	0	21			1146-609X			WOS:000225787900006		
J	von Proschwitz, T								On the distribution and ecology of Vertigo substriata (Jeffreys), Vertigo modesta arctica (Wallenberg), Vertigo lilljeborgi (Westerlund) and Vertigo alpestris alder in France and on the Iberian Peninsula								JOURNAL OF CONCHOLOGY				38				411	420					DEC 2004	2004										1	0	0	1	0	1			0022-0019			WOS:000226513400011		
J	Rodriguez-Rodriguez, M; Moreno-Ostos, E; De Vicente, I; Cruz-Pizarro, L; Da Silva, SLR				Cruz-Pizarro, Luis /H-5318-2015; 	Cruz-Pizarro, Luis /0000-0003-0687-0704; Moreno Ostos, Enrique/0000-0001-9471-3922; Rodriguez Rodriguez, Miguel/0000-0002-9949-1465			Thermal structure and energy budget in a small high mountain lake: La Caldera, Sierra Nevada, Spain								NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH				38	5			879	894					DEC 2004	2004										11	1	0	10	0	12			0028-8330			WOS:000226772400013		
J	Utrillas, MP; Canada, J; Tamayo, J; Martinez-Lozano, JA				MARTINEZ-LOZANO, JOSE ANTONIO/B-6986-2015; Utrillas, Maria Pilar/B-5099-2015	MARTINEZ-LOZANO, JOSE ANTONIO/0000-0002-5158-5112; Utrillas, Maria Pilar/0000-0002-1952-4117			Column integrated aerosol optical properties in the free troposphere: Case study - Sierra Nevada, Spain								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				42	10			2268	2276		10.1109/TGRS.2004.833781			OCT 2004	2004										5	0	0	0	0	5			0196-2892			WOS:000224602600026		
J	Rams, S; Ros, RM; Werner, O; Shaw, AJ				ROS, ROSA /J-9780-2014; WERNER, OLAF/K-2374-2014; Rams Sanchez, Susana/K-2424-2014	ROS, ROSA /0000-0003-2115-2911; WERNER, OLAF/0000-0003-0601-3964; Rams Sanchez, Susana/0000-0002-6508-0860			Pohlia bolanderi from Sierra Nevada, Spain, new to the European bryophyte flora								BRYOLOGIST				107	3			312	315		10.1639/0007-2745(2004)107[0312:PBFSNS]2.0.CO;2			FAL 2004	2004										9	0	0	8	0	9			0007-2745			WOS:000223476000005		
J	Castro, J; Zamora, R; Hodar, JA; Gomez, JM; Gomez-Aparicio, L				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Benefits of using shrubs as nurse plants for reforestation in Mediterranean mountains: A 4-year study								RESTORATION ECOLOGY				12	3			352	358		10.1111/j.1061-2971.2004.0316.x			SEP 2004	2004										103	3	0	91	4	107			1061-2971			WOS:000223534700006		
J	Gomez-Aparicio, L; Zamora, R; Gomez, JM; Hodar, JA; Castro, J; Baraza, E				Castro, Jorge/M-1509-2014; Baraza, Elena/H-2546-2015	Castro, Jorge/0000-0002-6362-2240; Baraza, Elena/0000-0002-2928-3978			Applying plant facilitation to forest restoration: A meta-analysis of the use of shrubs as nurse plants								ECOLOGICAL APPLICATIONS				14	4			1128	1138		10.1890/03-5084			AUG 2004	2004										350	12	0	326	12	372			1051-0761			WOS:000223156600015		
J	Orozco, M; Alvarez-Valero, AM; Alonso-Chaves, FM; Platt, JP				Alvarez-Valero, Antonio M./B-2732-2015	Alvarez-Valero, Antonio M./0000-0001-9707-0168			Internal structure of a collapsed terrain The Lujar syncline and its significance for the fold- and sheet-structure of the Alboran Domain (Betic Cordilleras, Spain)								TECTONOPHYSICS				385	1-4			85	104		10.1016/j.tecto.2004.04.025			JUL 19 2004	2004										13	0	0	1	0	13			0040-1951			WOS:000223295900005		
J	Lourenco, Wilson R.; Vachon, Max								Considerations on the genus Buthus Leach, 1815 in Spain, with the descriptions of two new species (Scorpiones, Buthidae).				Considerations sur le genre Buthus Leach, 1815 en Espagne, et description de deux nouvelles especies (Scorpiones, Buthidae).				Revista Iberica de Aracnologia				9				81	94					30 June 2004	2004										14	0	1	19	0	19			1576-9518			ZOOREC:ZOOR14201003262		
J	Anichtchenko, Alexandre; Verdugo, Antonio								Iberodorcadion (Hispanodorcadion) zenete, new Iberian species (Coleoptera, Cerambycidae) of Sierra Nevada (Andalusia, Spain).				Iberodorcadion (Hispanodorcadion) zenete, nueva especie iberica de cerambicido (Coleoptera, Cerambycidae) procedente de Sierra Nevada (Andalucia, Espana).				Boletin de la Sociedad Andaluza de Entomologia				11				31	42					Junio 2004	2004										1	0	2	2	0	4			1578-1666			ZOOREC:ZOOR14102009866		
J	Puetz, A.								[Second contribution to the knowledge of the genus Trichobyrrhulus Ganglbauer, 1902 (Coleoptera: Byrrhidae).]				Zweiter Beitrag zur Kenntnis der Gattung Trichobyrrhulus Ganglbauer, 1902 (Coleoptera: Byrrhidae).				Koleopterologische Rundschau				74				385	398					Juni 2004	2004										0	0	0	0	0	0			0075-6547			ZOOREC:ZOOR14011063329		
J	Shaverdo, H. V.								Revision of the nigrita-group of Hydroporus CLAIRVILLE, 1806 (Insecta: Coleoptera: Dytiscidae)								Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie				105B	April			217	263					April 2004	2004										2	0	0	6	0	6			0255-0105			BIOSIS:PREV200500009322		
J	Gonzalez-Megias, A; Gomez, JM; Sanchez-Pinero, F				Sanchez Pinero, Francisco/L-2629-2014				Effects of ungulates on epigeal arthropods in Sierra Nevada National Park (southeast Spain)								BIODIVERSITY AND CONSERVATION				13	4			733	752		10.1023/B:BIOC.0000011723.82351.82			APR 2004	2004										26	0	0	28	1	29			0960-3115			WOS:000188005900005		
J	Hodar, JA; Zamora, R								Herbivory and climatic warming: a Mediterranean outbreaking caterpillar attacks a relict, boreal pine species								BIODIVERSITY AND CONSERVATION				13	3			493	500		10.1023/B:BIOC.0000009495.95589.a7			MAR 2004	2004										57	4	0	58	2	66			0960-3115			WOS:000187427000002		
J	Azanon, JM; Azor, A; Booth-Rea, G; Torcal, F				Booth-Rea, Guillermo/I-4504-2015; 	Booth-Rea, Guillermo/0000-0003-1179-8321; Azanon, Jose Miguel/0000-0001-7834-5816			Small-scale faulting, topographic steps and seismic ruptures in the Alhambra (Granada, southeast Spain)								JOURNAL OF QUATERNARY SCIENCE				19	3			219	227		10.1002/jqs.838			MAR 2004	2004										17	0	0	0	0	17			0267-8179			WOS:000221238800001		
J	Benoit, F.; Marki, H.								New data from the winter range of citril finch Serinus citrinella in Spain.				Nouvelles donnees sur les quartiers d'hiver du Venturon montagnard Serinus citrinella en Espagne.				Nos Oiseaux				51	1			1	10				No 475	Mars 2004	2004										2	0	0	3	0	3			0029-3725			ZOOREC:ZOOR14005032316		
J	Nieto Feliner, Gonzalo; Gutierrez Larena, Belen; Fuertes Aguilar, Javier				Fuertes Aguilar, Javier/A-3974-2010	Fuertes Aguilar, Javier/0000-0001-5649-4845			Fine-scale geographical structure, intra-individual polymorphism and recombination in nuclear ribosomal internal transcribed spacers in Armeria (Plumbaginaceae).								Annals of Botany (London)				93	2			189	200		10.1093/aob/mch027			February 2004	2004										15	0	0	15	0	15			0305-7364			BIOSIS:PREV200400229160	14707002	
J	Shaverdo, H.V.								Revision of the nigrita-group of Hydroporus Clairville, 1806 (Insecta: Coleoptera: Dytiscidae).								Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie				105B				217	263					2003(2004)	2004										0	0	0	0	0	0			0255-0105			ZOOREC:ZOOR14011065182		
J	de Figueroa, JMT; Sanchez-Ortega, A				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			Implications of imaginal-size over the flight period in stoneflies (Plecoptera)								ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE				40	1			37	40					JAN-MAR 2004	2004										4	0	0	4	0	4			0037-9271	2168-6351		WOS:000221835200004		
J	Martin-Garcia, JM; Aranda, V; Gamiz, E; Bech, J; Delgado, R								Are Mediterranean mountains Entisols weakly developed? The case of orthents from Sierra Nevada (Southern Spain)								GEODERMA				118	1-2			115	131		10.1016/S0016-7061(03)00188-5			JAN 2004	2004										3	0	0	2	0	3			0016-7061			WOS:000187758400009		
S	Martinez-Martinez, J. M.; Soto, J. I.; Balanya, J. C.					Martinez Martinez, Jose Miguel/0000-0002-8178-0904	Whitney, DL; Teyssier, C; Siddoway, CS		Elongated domes in extended orogens: A mode of mountain uplift in the Betics (southeast Spain)								GNEISS DOMES IN OROGENY		Geological Society of America Special Papers		380				243	265					2004	2004										23	0	0	0	0	23			0072-1077		978-0-8137-2380-8	WOS:000271343400015		
J	Bello, C.L.; Alba-Tercedor, J.								[Effect of the regulation of upper river Genil (Sierra Nevada, Spain) on the aquatic macroinvertebrate community and larval diet of Rhyacophila nevada (Insecta: Trichoptera).]				Efecto de la regulacion de la cabecera del rio Genil (Sierra Nevada, Espana) sobre la comunidad de macroinvertebrados acuaticos y la dieta larvaria de Rhyacophila nevada (Insecta: Trichoptera).				Limnetica				23	3-4			361	370					2004	2004										2	0	0	1	0	2			0213-8409			ZOOREC:ZOOR14108048497		
J	Ruiz Bustos, A.								Numerical coding of the molar morphology of the family Muridae Gray, 1821, (Rodentia) for its lineage knowledge, and implications in: biostratigraphy, paleoecology and composition of a correlation language from the phenotype to the genotype.								Micromamiferos y Bioestratigrafia				2				1	141					Abril 2004	2004										0	0	0	0	0	0						ZOOREC:ZOOR14008047359		
B	Gonzalez-Megias, Adela; Gomez, Jose Maria; Sanchez Pinero, Francisco				Sanchez Pinero, Francisco/L-2629-2014		Jolivet, P.; Santiago-Blay, J.A.; Schmitt, M.		Ecology of the high mountain chrysomelid Timarcha lugens Rosenhauer (Chrysomelinae).								New developments in the biology of Chrysomelidae.								553	563					2004	2004										3	0	0	3	0	3					90-5103-142-4	ZOOREC:ZOOR14012069484		
J	Gomez-Pugnaire, MT; Galindo-Zaldivar, J; Rubatto, D; Gonzalez-Lodeiro, F; Sanchez-Vizcaino, VL; Jabaloy, A				Rubatto, Daniela/H-1119-2011; Galindo-Zaldivar, Jesus/K-3640-2012; JABALOY SANCHEZ, ANTONIO/L-2955-2014; Gomez-Pugnaire, Maria Teresa/C-8890-2015; Gonzalez Lodeiro, Francisco/H-8824-2015; LOPEZ SANCHEZ-VIZCAINO, VICENTE/A-1974-2010	Rubatto, Daniela/0000-0002-7425-7904; Galindo-Zaldivar, Jesus/0000-0002-3493-2637; JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Gomez-Pugnaire, Maria Teresa/0000-0003-4730-9139; Gonzalez Lodeiro, Francisco/0000-0003-3810-7965; LOPEZ SANCHEZ-VIZCAINO, VICENTE/0000-0003-0762-3692			A reinterpretation of the Nevado-Filabride and Alpujarride Complexes (Betic Cordillera): field, petrography and U-Pb ages from orthogneisses (western Sierra Nevada, S Spain)								SCHWEIZERISCHE MINERALOGISCHE UND PETROGRAPHISCHE MITTEILUNGEN				84	3			303	322					2004	2004										18	0	0	1	0	18			0036-7699			WOS:000236955000005		
J	Fuertes, Esther; Acon, Margarita; Olivan, Gisela								Sanionia (Bryopsida, amblystegiaceae) in the Iberian Peninsula. Revision and biogeograpby				Sanionia (Bryopsida, amblystegiaceae) en la Peninsula Iberica. Revision y biogeografia				Studia Botanica				23				27	41					2004	2004										1	0	0	2	0	2			0211-9714			BIOSIS:PREV200600062238		
J	Puehringer, Franz; Poell, Norbert								Notes on the biology of Synansphecia kautzi (REISSER, 1930) (Lepidoptera, Sesiidae).				Zur Biologie von Synansphecia kautzi (Reisser, 1930) (Lepidoptera, Sesiidae).				Zeitschrift der Arbeitsgemeinschaft Oesterreichischer Entomologen				56	1-2			5	11					2004	2004										0	0	0	0	0	0			0375-5223			BIOSIS:PREV200400411479		
J	Henry, Jean-Paul; Magniez, Guy								Stygobitic Isopoda Aselloidea from Spain, III - The genus Proasellus: B - Anophtalmous species.				Isopodes aselloides stygobies d'espagne, III - le genre Proasellus: B - especes anophtalmes.				Beaufortia				53	6			129	157					November 25, 2003	2003										2	0	0	2	0	2			0067-4745			BIOSIS:PREV200400090771		
J	Adams, RP; Pandey, RN								Analysis of Juniperus communis and its varieties based on DNA fingerprinting								BIOCHEMICAL SYSTEMATICS AND ECOLOGY				31	11			1271	1278		10.1016/S0305-1978(03)00036-X			NOV 2003	2003										20	0	2	14	0	24			0305-1978			WOS:000186218000004		
J	Lopez-Rodriguez, M.J.; Luzon-Ortega, J.M.; de Figueroa, J.M. Tierno				Lopez Rodriguez, Manuel Jesus/A-9296-2011; Tierno de Figueroa, Jose Manuel/K-8143-2014	Lopez Rodriguez, Manuel Jesus/0000-0001-6707-0992; Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			Contribution to the knowledge of the stoneflies (Insecta, Plecoptera) of the "Parque Natural de las Sierras de Almijara, Tejeda y Alhama" and surrounding areas (southeastern Spain), with special reference to its faunistic singularities.				Contribucion al conocimiento de los plecopteros (Insecta, Plecoptera) del Parque Natural de las Sierras de Almijara, Tejeda y Alhama y areas proximas (sureste de Espana), con especial referencia a sus singularidades faunisticas.				Boletin de la SEA				33				167	171					Octubre 2003	2003										0	0	0	0	0	0			1134-6094			ZOOREC:ZOOR14003016182		
J	Ortiz, JL; Gutierrez, PJ; Casanova, V; Sota, A				Gutierrez, Pedro/K-9637-2014	Gutierrez, Pedro/0000-0002-7332-6269			A study of short term rotational variability in TNOs and Centaurs from Sierra Nevada Observatory								ASTRONOMY & ASTROPHYSICS				407	3			1149	1155		10.1051/0004-6361:20030972			SEP 2003	2003										44	0	0	0	0	44			0004-6361			WOS:000184669400039		
J	Brugues, Montserrat; Sergio, Cecilia; Casas, Creu; Cros, Rosa M.								Rediscovery of Brachymenium commutatum (Mull.Hal.) A. Jaeger and Pohlia andalusica (Hohn.) Broth. in the Sierra Nevada (SE Spain).								Lindbergia				28	2			99	101					September 2003	2003										4	0	0	3	0	4			0105-0761			BIOSIS:PREV200300521873		
J	Gomez, JM								Herbivory reduces the strength of pollinator-mediated selection in the Mediterranean herb Erysimum mediohispanicum: Consequences for plant specialization								AMERICAN NATURALIST				162	2			242	256		10.1086/376574			AUG 2003	2003										119	4	0	117	0	122			0003-0147			WOS:000184446500009	12858267	
J	Galindo-Zaldivar, J; Gil, AJ; Borque, MJ; Gonzalez-Lodeiro, F; Jabaloy, A; Marin-Lechado, C; Ruano, P; de Galdeano, CS				Galindo-Zaldivar, Jesus/K-3640-2012; JABALOY SANCHEZ, ANTONIO/L-2955-2014; Gil, Antonio/L-8173-2014; Ruano, Patricia/L-9168-2014; Gonzalez Lodeiro, Francisco/H-8824-2015; Borque, Maria Jesus/F-7780-2016	Galindo-Zaldivar, Jesus/0000-0002-3493-2637; JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Gil, Antonio/0000-0003-0351-4106; Ruano, Patricia/0000-0003-3833-4973; Gonzalez Lodeiro, Francisco/0000-0003-3810-7965; Borque, Maria Jesus/0000-0003-2239-092X			Active faulting in the internal zones of the central Betic Cordilleras (SE, Spain)								JOURNAL OF GEODYNAMICS				36	1-2			239	250		10.1016/S0264-3707(03)00049-8			AUG-SEP 2003	2003						Workshop on Active FaultsWorkshop on Active Faults	MAY   03, 2002MAY   03, 2002		UNIV CAMERINO, CAMERINO, ITALYUNIV CAMERINO, CAMERINO, ITALY	51	0	0	0	0	51			0264-3707			WOS:000184322900016		
