"key"	"Authors..Primary"	"Title.Primary"	"Pub.Year"	"Periodical.Full"	"Periodical.Abbrev"	"Keywords"
587	"Sanchez-Vizcaino,VL;Trommsdorff,V.;Gomez-Pugnaire,MT;Garrido,CJ;Muntener,O.;Connolly,JAD"	"Petrology of titanian clinohumite and olivine at the high-pressure breakdown of antigorite serpentinite to chlorite harzburgite (Almirez Massif, S. Spain)"	2005	"Contributions to Mineralogy and Petrology"	" "	"BETIC OPHIOLITIC ASSOCIATION;INCOMPATIBLE TRACE-ELEMENTS;UHP;METAMORPHIC TERRANE;SUBDUCTION ZONE;SE SPAIN;PROGRESSIVE;METAMORPHISM;SYSTEM MGO-SIO2-H2O;POLYSOMATIC SERIES;PHASE-EQUILIBRIA;ULTRAMAFIC ROCKS;Geochemistry & Geophysics;Mineralogy ER"
588	"Tierno de Figueroa,Jose Manuel;Lopez-Rodriguez,Manuel Jesus"	"Biometric relationships among female size, fecundity, and flight period in Isoperla nevada Aubert 1952 (Plecoptera: Perlodidae)."	2005	"Annales de la Societe Entomologique de France"	"Ann.Soc.Entomol.Fr."	"Anatomy & Morphology;Zoology;Reproductive Biology;Developmental Biology;Isoperla nevada [Size / / Females;relations with fecundity & flight period] [Egg / / relations with female size & flight period] [Fecundity / / Female size & flight period relationships] [Egg number / / ] [Development / Flight period / Female size & fecundity relationships] [Spain / Sierra Nevada, Barranco de los Tejos / Female size;fecundity & flight period relationships]."
589	"Tirado,R.;Pugnaire,FI"	"Community structure and positive interactions in constraining environments"	2005	"Oikos"	"Oikos"	"PLANT-COMMUNITIES;SEMIARID ENVIRONMENT;ECOSYSTEM ENGINEERS;ECOLOGICAL;THEORY;NULL MODEL;FACILITATION;PATTERN;VEGETATION;STRESS;ORGANISMS;Environmental Sciences & Ecology ER"
590	"Werner,O.;Rams,S.;Ros,RM"	"Genetic diversity of Pohlia bolanderi (Mniaceae), a rare and threatened moss in Sierra Nevada (Spain), estimated by ISSR molecular markers"	2005	"Nova Hedwigia"	"Nova Hedwigia"	"genetic diversity;ISSR molecular markers;threatened species;bryophytes;Europe;RAPD MARKERS;AMPLIFICATION;DNA;Plant Sciences ER"
591	"Arillo,A.;Subias,L. S."	"Redescription of the longest-legged oribatid mite, Metabelbella phalangioides (Michael, 1890) com. nov., a species from Algeria and Southern Spain (Acariformes: Oribatida: Damaeidae)"	2006	"Systematic and Applied Acarology"	" "	"Life Sciences & Biomedicine - Other Topics"
592	"Azanon,J. M.;Tuccimei,P.;Azor,A.;Sanchez-Almazo,I. M.;Alonso-Zarza,A. M.;Soligo,M.;Perez-Pena,J. V."	"Calcrete features and age estimates from U/Th dating: Implications for the analysis of Quaternary erosion rates in the northern limb of the Sierra Nevada range (Betic Cordillera, southeast Spain)"	2006	"Paleoenvironmental Record and Applications of Calcretes and Palustrine Carbonates"	" "	"calcretes;U/Th dating;stable isotopes;Quaternary incision rates;river capture;Guadix basin;Betic Cordillera;SE Spain;TOTAL-SAMPLE DISSOLUTION;GRANADA BASIN;PEDOGENIC CARBONATES;ENVIRONMENTAL SIGNIFICANCE;EXTENSIONAL DETACHMENTS;CLIMATIC;VARIABILITY;ISOTOPIC COMPOSITION;ALPUJARRAN CORRIDOR;STABLE-ISOTOPE;Geology;Paleontology ER"
593	"Baraza,E.;Zamora,R.;Hodar,JA"	"Conditional outcomes in plant-herbivore interactions: neighbours matter"	2006	"Oikos"	"Oikos"	"SEEDLING ESTABLISHMENT;DIET SELECTION;DEFENSE GUILDS;NURSE PLANTS;FACILITATION;RECRUITMENT;DIVERSITY;ASSOCIATION;COMPETITION;RESOURCE;Environmental Sciences & Ecology ER"
594	"Bosch,J.;Rincon,PA;Boyero,L.;Martinez-Solano,I."	"Effects of introduced salmonids on a montane population of Iberian frogs"	2006	"Conservation Biology"	"Conserv.Biol."	"antipredator behavior;introduced fishes;Penalara Natural Park;Rana iberica;stream-dwelling;amphibians;FISH INTRODUCTIONS;PROTECTED AREAS;NONNATIVE FISH;SIERRA-NEVADA;BUFO-BOREAS;STREAM;TROUT;CONSEQUENCES;CALIFORNIA;DECLINE;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
595	"Botosaneanu,L.;Gonzalez,MA"	"A difficult taxonomic problem: the Micrasema (Trichoptera : Brachycentridae) of the Iberian and Pyrenean running waters"	2006	"Annales de la Societe Entomologique de France"	"Ann.Soc.Entomol.Fr."	"Trichoptera;Brachycentridae;Micrasema;Iberian peninsula;Pyrenees;Entomology ER"
596	"Campos,Francisco;Gutierrez-Corchero,Francisco;Lopez-Fidalgo,Jesus;Hernandez,Ma Angeles"	"A new criteria to sex European dippers Cinclus cinclus in the Iberian Peninsula."	2006	"Revista Catalana d'Ornitologia"	" "	"Reproductive Biology;Zoology;Anatomy & Morphology;Cinclus cinclus [Sexing techniques / / Body mass & wing length;evaluation as sexing criteria] [Size / Wing length / ] [Weight / Body mass / ] [Wings / / ] [Morphological sex differences / / ] [Spain / / ]."
597	"Castro,Jorge"	"Short delay in timing of emergence determines establishment success in Pinus sylvestris across microhabitats"	2006	"Annals of Botany"	" "	"cohort effects;cohort of emergence;date of emergence;delayed emergence;irrigation experiments;Pinus sylvestris;seedling establishment;Sierra Nevada National Park;summer drought;FLOODPLAIN FORESTS;GROWTH;TIME;GERMINATION;DATE;ADVANTAGES;SURVIVAL;FITNESS;DYNAMICS;Plant Sciences ER"
598	"Costillo,Luis P.;Ibanez,J. Miguel;Aparicio,Beatriz;Garcia,Antonio J."	"SNOWS: Sierra Nevada Observatory Weather System - art. no. 62741G"	2006	"Advanced Software and Control for Astronomy"	" "	"Astronomy & Astrophysics;Computer Science;Optics ER"
599	"Costillo,Luis P.;Ramos,J. Luis;Ibanez,J. Miguel;Aparicio,Beatriz;Herranz,Miguel;Garcia,Antonio J."	"New control system for the 1.5m and 0.9m telescopes at Sierra Nevada Observatory - art. no. 62741I"	2006	"Advanced Software and Control for Astronomy"	" "	"telescope control system;IAA;OSN;hardware design;software design;CAN bus;embedded;distributed control;servo-control;Astronomy & Astrophysics;Computer Science;Optics ER"
600	"Errard,Christine;Ruano,Francisca;Richard,Freddie-Jeanne;Lenoir,Alain;Tinaut,Alberto;Hefetz,Abraham"	"Co-evolution-driven cuticular hydrocarbon variation between the slave-making ant Rossomyrmex minuchae and its host Proformica longiseta (Hymenoptera : Formicidae)"	2006	"Chemoecology"	" "	"social parasitism;cuticular hydrocarbons;coevolution;Rossomyrmex minuchae;Proformica longiseta;POLYERGUS-RUFESCENS LATR;NESTMATE RECOGNITION;SOCIAL PARASITE;BEHAVIOR;PROFILES;Biochemistry & Molecular Biology;Environmental Sciences & Ecology ER"
601	"Estelles,V.;Utrillas,M. P.;Martinez-Lozano,J. A.;Alcantara,A.;Alados-Arboledas,L.;Olmo,F. J.;Lorente,J.;de Cabo,X.;Cachorro,V.;Horvath,H.;Labajo,A.;Sorribas,M.;Diaz,J. P.;Diaz,A. M.;Silva,A. M.;Elias,T.;Pujadas,M.;Rodrigues,J. A.;Canada,J.;Garcia,Y."	"Intercomparison of spectroradiometers and Sun photometers for the determination of the aerosol optical depth during the VELETA-2002 field campaign"	2006	"Journal of Geophysical Research-Atmospheres"	" "	"DIRECT SOLAR IRRADIANCE;SIZE DISTRIBUTION;ABSORPTION;NETWORK;BAND;CALIBRATION;RADIOMETERS;AERONET;URBAN;MODEL;Meteorology & Atmospheric Sciences ER"
602	"Forister,Matthew L.;Fordyce,James A.;Nice,Chris C.;Gompert,Zachariah;Shapiro,Arthur M."	"Egg morphology varies among populations and habitats along a suture zone in the Lycaeides idas-melissa species complex (Lepidoptera : Lycaenidae)"	2006	"Annals of the Entomological Society of America"	"Ann.Entomol.Soc.Am."	"biogeography;remington suture zone;scanning electron microscopy;specialization;BUTTERFLY GENUS LYCAEIDES;NORTH-AMERICA;EVOLUTION;Entomology ER"
603	"Francia Martinez,Jose R.;Duran Zuazo,Victor H.;Martinez Raya,Armando"	"Environmental impact from mountainous olive orchards under different soil-management systems (SE Spain)."	2006	"The Science of the total environment"	"Sci.Total Environ."	"Agriculture;Environmental Sciences & Ecology;Sociology;Plant Sciences;Meteorology & Atmospheric Sciences;Toxicology (provided by Thomson Reuters)"
604	"Fuertes,E.;Olivan,G.;Acon,M."	"Warnstorfia (Bryopsida, Calliergonaceae) in the Iberian peninsula"	2006	"Cryptogamie Bryologie"	" "	"AMBLYSTEGIACEAE BRYOPSIDA;TAXONOMY;Plant Sciences ER"
605	"Garrido,J. A.;Irurita,J. M.;Olvera,S.;Tortosa,E.;Valdivieso,O.;Lopez-Sanjuan,R.;Seminario,Y.;Acevedo,J."	"First data from Barbastella barbastellus (Schreber, 1774) (Chiroptera, Vespertilionidae) in Sierra Nevada (Granada, Espana)."	2006	"Acta Granatense"	" "	"Zoology;Barbastella barbastellus [Spain / Granada, Sierra Nevada / New record]."
606	"Gomez Ortiz,Antonio;Plana Castellvi,Josep A."	"The little ice age in Sierra Nevada through the period writers (18th and 19th centuries) in its relation to the progress of physical geography and Spanish geomorphology"	2006	"Boletin De La Asociacion De Geografos Espanoles"	" "	"antique book (XVIII and XIX centuries);geomorphology;Little Ice Age;Sierra Nevada (Spain);Geography ER"
607	"Kropf,Matthias;Comes,Hans Peter;Kadereit,Joachim W."	"Long-distance dispersal vs vicariance: the origin and genetic diversity of alpine plants in the Spanish Sierra Nevada"	2006	"New Phytologist"	"New Phytol."	"genetic diversity;Gentiana alpina;Kernera saxatilis;long-distance dispersal;Papaver alpinum;Sierra Nevada;Silene rupestris;vicariance;LENGTH POLYMORPHISM MARKERS;MAUNA-KEA SILVERSWORD;EUROPEAN ALPS;HISTORICAL BIOGEOGRAPHY;SANDWICENSE ASTERACEAE;POPULATION-GENETICS;MOLECULAR EVIDENCE;MITOCHONDRIAL-DNA;MOUNTAIN PLANTS;LATE QUATERNARY;Plant Sciences ER"
608	"Larena,Belen Gutierrez;Aguilar,Javier Fuertes;Feliner,Gonzalo Nieto"	"Dispersal across Southern Iberian refugia? Integrating rapds, sequence data and morphometrics in Armeria (Plumbaginaceae)"	2006	"Folia Geobotanica"	" "	"contact zone;glaciations;ITS;migrations;morphometrics;phylogeography;RAPD;refugia;trnL-F;POSTGLACIAL COLONIZATION ROUTES;CHLOROPLAST DNA;EXPERIMENTAL;HYBRIDIZATION;GENETIC CONSEQUENCES;ICE AGES;NUCLEAR;DIVERSITY;QUATERNARY;EVOLUTION;MARITIMA;Plant Sciences ER"
609	"Martinez-Martinez,JM"	"Lateral interaction between metamorphic core complexes and less-extended, tilt-block domains: the Alpujarras strike-slip transfer fault zone (Betics, SE Spain)"	2006	"Journal of Structural Geology"	"J.Struct.Geol."	"transfer fault zones;segmented normal fault systems;metamorphic core-complexes;tilt-block domains;palaeostress analysis;betics;NEVADO-FILABRIDE COMPLEX;TECTONIC EVOLUTION;SHEAR ZONE;EXTENSIONAL;DETACHMENTS;CARBONERAS FAULT;SOUTHERN SPAIN;CONTINENTAL COLLISION;GEODYNAMIC EVOLUTION;PALEOSTRESS ANALYSIS;SOUTHEASTERN BETICS;Geology ER"
610	"Martinez,JRF;Zuazo,VHD;Raya,AM"	"Environmental impact from mountainous olive orchards under different soil-management systems (SE Spain)"	2006	"Science of the Total Environment"	"Sci.Total Environ."	"olive orchards;runoff;soil erosion;mountainous land;nutrient losses;non-point source pollution;LAND-USE;SEDIMENT PRODUCTION;TILLAGE SYSTEMS;CROP;RESIDUES;PHOSPHORUS;INFILTRATION;DYNAMICS;NITROGEN;Environmental Sciences & Ecology ER"
611	"Morales-Baquero,R.;Carrillo,P.;Barea-Arco,J.;Perez-Martinez,C.;Villar-Argaiz,M."	"Climate-driven changes on phytoplankton-zooplankton coupling and nutrient availability in high mountain lakes of Southern Europe"	2006	"Freshwater Biology"	"Freshwat.Biol."	"climate-driven changes;mountain lakes;nutrient availability;phytoplankton-zooplankton coupling;resource limitation;SIERRA-NEVADA SPAIN;PHOSPHORUS RELATIONSHIP;CHEMICAL RESPONSES;NORTHERN WISCONSIN;ALPINE LAKE;TEMPERATURE;DYNAMICS;PLANKTON;WATER;NITROGEN;Marine & Freshwater Biology ER"
612	"Morales-Baquero,R.;Pulido-Villena,E.;Reche,I."	"Atmospheric inputs of phosphorus and nitrogen to the southwest Mediterranean region: Biogeochemical responses of high mountain lakes"	2006	"Limnology and Oceanography"	"Limnol.Oceanogr."	"SAHARAN DUST;MINERAL DUST;DEPOSITION;ACIDIFICATION;CATCHMENT;TRANSPORT;AEROSOLS;AFRICA;EUROPE;IMPACT;Marine & Freshwater Biology;Oceanography ER"
613	"Moscoso,DJ"	"Obstacles and opportunities for mountain development in Andalusia (Spain) - The experience of the European Union LEADER Initiative for rural development in the Sierra Nevada"	2006	"Mountain Research and Development"	" "	"Environmental Sciences & Ecology;Physical Geography ER"
614	"Padial,Jose M.;Romero-Pujante,Marilo;Hernandez,Francisco J.;Donazar,Jose A.;Godino,Alfonso;Carrasco,Antonio;Couto,Sergio;Gutierrez,Jose E.;Ruiz,Antonio;Garcia-Baquero,Maria J.;Simon,Miguel A."	"Habitat assessment for the reintroduction of the bearded vulture Gypaetus barbatus in Andalusia (south Spain)."	2006	" "	" "	"Biodiversity & Conservation;Environmental Sciences & Ecology;Zoology;Mathematics;Reproductive Biology;Gypaetus barbatus [Release and relocation programmes / Reintroduction / Suitable cliff habitat availability assessment;potential breeding site modelling] [Ecological mapping / Potential breeding site mapping / Suitable cliff habitat availability assessment for reintroduction] [Mathematical techniques / Generalized linear model / ] [Breeding site / Nesting sites / Suitable cliff habitat availability for reintroduction;model-based analysis] [Cliff habitat / / Suitable habitat availability for reintroduction] [Spain / Andalusia / ]."
615	"Perez,J. M.;Granados,J. E.;Moreno,V.;Calaburg,G.;Moco,G.;Serrano,E."	"In vitro rearing Oestrus caucasicus third-instar larvae and pupae (Diptera : Oestridae) from naturally-infested Iberian ibex, Capra pyrenaica (Artiodactyla : Bovidae)"	2006	"Parasite-Journal De La Societe Francaise De Parasitologie"	" "	"Capra pyrenaica;Diptera;Oestridae;Oestrus caucasicus;culture;biology;pupation;demography;OESTRUS-OVIS L;SHEEP;FLY;L.;TEMPERATURES;POPULATIONS;CONSTANT;GRUNIN;Parasitology ER"
616	"Rams,Susana;Ros,Rosa M.;Werner,Olaf"	"Tortella alpicola (Pottiaceae) from Spain, new to western Europe"	2006	"Bryologist"	"Bryologist"	"European moss flora;Tortella alpicola;Spain;Sierra Nevada;Pottiaceae;Plant Sciences ER"
617	"Raya,AM;Zuazo,VHD;Martinez,JRF"	"Soil erosion and runoff response to plant-cover strips on semiarid slopes (se spain)"	2006	"Land Degradation & Development"	"Land Degrad.Dev."	"almond orchards;plant-cover strips;erosion;Mediterranean;runoff;soil management;semiarid;steep slopes;MEDITERRANEAN CONDITIONS;SEDIMENT PRODUCTION;CLIMATE;WATER;INFILTRATION;VEGETATION;RAINFALL;AREA;Environmental Sciences & Ecology;Agriculture ER"
618	"Rodriguez-Fernandez,J.;de Galdeano,C."	"Late orogenic intramontane basin development: the Granada basin, Betics (southern Spain)"	2006	"Basin Research"	" "	"SE SPAIN;VERTICAL MOVEMENTS;EXTENSIONAL BASIN;CORDILLERA SPAIN;SALINITY CRISIS;EASTERN BETICS;MIOCENE;EVOLUTION;SUBSIDENCE;REGION;Geology ER"
619	"Sanchez-Gonzalez,Arturo;Lopez-Mata,Lauro;Vibrans,Heike"	"Composition and geographic distribution patterns of the fir forest flora of Cerro Tlaloc, Mexico"	2006	"Boletin de la Sociedad Botanica de Mexico"	"Bol.Soc.Bot.Mex."	"Environmental Sciences & Ecology;Life Sciences & Biomedicine - Other Topics"
620	"Seppa,P.;Fernandez-Escudero,I.;Gyllenstrand,N.;Pamilo,P."	"Obligatory female philopatry affects genetic population structure in the ant Proformica longiseta"	2006	"Insectes Sociaux"	"Insectes Soc."	"ants;DNA microsatellites;genetic population structure;mtDNA;Proformica;MITOCHONDRIAL-DNA MARKERS;SOLENOPSIS-INVICTA;FORMICA-EXSECTA;SOCIOGENETIC ORGANIZATION;SOCIAL-ORGANIZATION;BREEDING SYSTEM;QUEEN;NUMBER;HYMENOPTERA;RELATEDNESS;MICROSATELLITE;Entomology ER"
621	"Tovar-Pescador,J.;Pozo-Vazquez,D.;Ruiz-Arias,J. A.;Batlles,J.;Lopez,G.;Bosch,J. L."	"On the use of the digital elevation model to estimate the solar radiation in areas of complex topography"	2006	"Meteorological Applications"	"Meteorol.Appl."	"solar radiation;DEM;complex topography;GIS;LOCAL-SCALE VARIABILITY;INTERPOLATION;CONSTRUCT;Meteorology & Atmospheric Sciences ER"
622	"Valdes Cano,J."	"The zooplancton dormancy as a tool to study the recent environmental changes: the lakes from Sierra Nevada (Granada, Spain)."	2006	"Acta Granatense"	" "	"Developmental Biology;Zoology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Meteorology & Atmospheric Sciences;Animalia [Diapause / / plankton] [Environmental indicators / / ] [Lake / / distribution] [Climate and weather / Climate change / ] [Spain / Granada, Sierra Nevada / ]."
623	"Zuazo,V. H. Duran;Martinez,J. R. Francia;Pleguezuelo,C. R. Rodriguez;Raya,A. Martinez;Rodriguez,B. Carceles"	"Soil-erosion and runoff prevention by plant covers in a mountainous area (se spain): Implications for sustainable agriculture"	2006	"Environmentalist"	"Environmentalist"	"Environmental Sciences & Ecology"
624	"Acevedo,Pelayo;Cassinello,Jorge;Gortazar,Christian"	"The Iberian ibex is under an expansion trend but displaced to suboptimal habitats by the presence of extensive goat livestock in central Spain"	2007	"Biodiversity and Conservation"	"Biodivers.Conserv."	"biodiversity conservation;Capra hircus;Capra pyrenaica;livestock grazing system;habitat displacement;habitat suitability analysis;resource competition;CAPRA-PYRENAICA MAMMALIA;SPANISH WILD GOAT;SHEEP OVIS-ARIES;SPECIES DISTRIBUTIONS;LARGE HERBIVORES;SOUTHERN SPAIN;SIERRA-NEVADA;NATURAL-PARK;ABSENCE DATA;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
625	"Acevedo,Pelayo;Cassinello,Jorge;Hortal,Joaquin;Gortazar,Christian"	"Invasive exotic aoudad (Ammotragus lervia) as a major threat to native Iberian ibex (Capra pyrenaica): a habitat suitability model approach"	2007	"Diversity and Distributions"	"Divers.Distrib."	"biological invasions;ENFA;habitat suitability modelling;Iberian Peninsula;resource competition;ungulates;BOAR SUS-SCROFA;SPANISH IBEX;ENVIRONMENTAL GRADIENT;SOUTHERN SPAIN;SIERRA-NEVADA;ABSENCE DATA;POPULATION;NICHE;ECOLOGY;DIET;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
626	"Acosta,M. J.;Marchal,J. A.;Martinez,S.;Puerma,E.;Bullejos,M.;la de Guardia,R. Diaz;Sanchez,A."	"Characterization of the satellite DNA Msat-160 from the species Chionomys nivalis (Rodentia, Arvicolinae)"	2007	"Genetica"	"Genetica"	"Chionomys nivalis;Msat-160;pericentromeric heterochromatin;satellite DNA;Microtus;VOLE MICROTUS-CABRERAE;SEX-CHROMOSOMES;GONOSOMAL HETEROCHROMATIN;MOLECULAR PHYLOGENY;CONCERTED EVOLUTION;SEQUENCE ALIGNMENT;CHROTORRHINUS;AGRESTIS;HETEROGENEITY;AMPLIFICATION;Genetics & Heredity ER"
627	"Alados-Arboledas,Lucas;Guerrero Rascado,Juan Luis;Lyamani,Hassan;Navas-Guzman,Franscisco;Olmo Reyes,Francisco Jose"	"Characterization of the atmospheric aerosol by combination of LIDAR and sun-photometry"	2007	"Lidar Technologies, Techniques, and Measurements for Atmospheric Remote Sensing Iii"	" "	"lidar;sun-photometer;long range transport;OPTICAL-PROPERTIES;SPAIN;DUST;AERONET;ALGORITHMS;DEPTH;PM10;Remote Sensing;Optics ER"
628	"Almazan-Vazquez,Emilio;Buitron-Sanchez,Blanca E.;Vachard,Daniel;Mendoza-Madera,Cynthia;Gomez-Espinosa,Catalina"	"The late Atokan (Moscovian, Pennsylvanian) chaetetid accumulations of Sierra Agua Verde, Sonora (NW Mexico): composition, facies and palaeoenvironmental signals"	2007	"Palaeozoic Reefs and Bioaccumulations: Climatic and Evolutionary Controls"	" "	"BIOSTRATIGRAPHY;FUSULINIDS;REGION;MOUNDS;Geology;Paleontology ER"
629	"Aranda,V.;Oyonarte,C."	"Characterization of the organic matter of soil surface horizons in selected Mediterranean environments using IR spectroscopy"	2007	"Agrochimica"	"Agrochimica"	"HUMUS FORMS;LAND-USE;FOREST;DECOMPOSITION;DEGRADATION;Chemistry;Agriculture ER"
630	"Beck,H."	"Two new Noctuidae from Spain, one of these - Mythimna (Foehstia) valeriae Beck, sp n. - is new to Science. Eremodrina gilva (Donzel, 1837) is definitely recorded from Spain (Lepidoptera : Noctuidae)"	2007	"SHILAP Revista de Lepidopterologia"	" "	"Life Sciences & Biomedicine - Other Topics"
631	"Calle,J. A.;Ortiz,A. S.;Rubio,R. M.;Garre,M.;Ochotorena,F."	"The Noctuidae (Lepidoptera) of Sierra Espuna Regional Park (southern Iberian Peninsula)"	2007	"Boletin de la S.E.A."	" "	"Environmental Sciences & Ecology;Life Sciences & Biomedicine - Other Topics;Biodiversity & Conservation"
632	"de Sanjose-Blasco,Jose Juan;Atkinson-Gordo,Alan D. J.;Salvador-Franch,Ferran;Gomez-Ortiz,Antonio"	"Application of geomatic techniques to monitoring of the dynamics and to mapping of the Veleta rock glacier (Sierra Nevada, Spain)"	2007	"Zeitschrift Fur Geomorphologie"	" "	"DEL VELETA;PERMAFROST;Physical Geography;Geology ER"
633	"Delgado,R.;Sanchez-Maranon,M.;Martin-Garcia,J. M.;Aranda,V.;Serrano-Bernardo,F.;Rosua,J. L."	"Impact of ski pistes on soil properties: a case study from a mountainous area in the Mediterranean region"	2007	"Soil Use and Management"	"Soil Use Manage."	"ski runs;soil quality;grass seeding;soil structure;RESTORATION;VEGETATION;MANAGEMENT;QUALITY;PLANTS;IRON;Agriculture ER"
634	"Fernandez-Fernandez,E. M.;Jabaloy-Sanchez,A.;Nieto,F.;Gonzalez-Lodeiro,F."	"Structure of the Malaguide Complex near Velez Rubio (Eastern Betic Cordillera, SE spain)"	2007	"Tectonics"	" "	"ALPUJARRIDE COMPLEX;ALBORAN DOMAIN;TECTONIC EVOLUTION;SOUTHERN SPAIN;SIERRA-NEVADA;FAULT SYSTEMS;INTERNAL ZONE;WESTERN;SUBDUCTION;CRYSTALLINITY;Geochemistry & Geophysics ER"
635	"Foerschler,Marc I.;Klaeger,Juergen"	"Range expansion of citril finches (Carduelis citrinella) in southern Spain"	2007	"Aves"	" "	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"
636	"Galindo-Zaldivar,Jesus;Gil,Antonio;de Galdeano,Carlos Sanz;Shanov,Stefan;Stanica,Dumitru"	"Monitoring of active tectonic structures in Central Betic Cordillera (southern Spain)"	2007	"Acta Geodynamica Et Geomaterialia"	" "	"Betic Cordillera;crustal structure;active faults;fault-and fold interaction;GPS networks;SE;DEFORMATION;EARTHQUAKE;Geochemistry & Geophysics;Mining & Mineral Processing ER"
637	"Gil-T.,Felipe"	"The correct hostplant of Polyommatus golgus (Hubner, 1813): Anthyllis vulneraria pseudoarundana H. Lindb. (Lepidoptera, Lycaenidae)."	2007	"Atalanta (Marktleuthen)"	" "	"Nutrition & Dietetics;Zoology;Polyommatus golgus [Food plants / Anthyllis vulneraria pseudoarundana / New record] [Spain / Sierra Nevada / ]."
638	"Gomez,Jose M.;Bosch,Jordi;Perfectti,Francisco;Fernandez,Juande;Abdelaziz,Mohamed"	"Pollinator diversity affects plant reproduction and recruitment: the tradeoffs of generalization"	2007	"Oecologia"	"Oecologia"	"Erysimum;pollination generalization;pollinator diversity;spatial variation;SPECIES RICHNESS;ERYSIMUM-MEDIOHISPANICUM;LANDSCAPE CONTEXT;FORAGING;BEHAVIOR;POLLEN LIMITATION;POPULATION-SIZE;SPECIALIZATION;COMMUNITY;SYSTEMS;Environmental Sciences & Ecology ER"
639	"Gonzalez-Megias,Adela;Maria Gomez,Jose;Sanchez-Pinero,Francisco"	"Diversity-habitat heterogeneity relationship at different spatial and temporal scales"	2007	"Ecography"	"Ecography"	"SPECIES-RICHNESS;PATTERNS;FOREST;PRODUCTIVITY;EVENNESS;DENSITY;INVERTEBRATES;BIODIVERSITY;COMMUNITIES;DEPENDENCE;Biodiversity & Conservation;Environmental Sciences & Ecology ER"
640	"Guerra,J.;Cano,M. J.;Heras,P."	"Morphological variability and new records of Pohlia bolanderi (Lesq.) Broth. (Mielichhoferiaceae, Bryophyta) in the Iberian Peninsula"	2007	"Nova Hedwigia"	"Nova Hedwigia"	"Pohlia;Mielichhoferiaceae;taxonomy;Spain;Iberian peninsula;SIERRA-NEVADA;MOSS;Plant Sciences ER"
641	"Linares Cuesta,Jose Eduardo;Sanchez Castillo,Pedro M."	"New reports of diatoms from the Iberian Peninsula in high mountain lakes from Sierra Nevada National Park (Granada, Spain)"	2007	"Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica"	" "	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology"
642	"Linares-Cuesta,J. Eduardo;Sanchez-Castillo,Pedro M."	"Fragilaria nevadensis sp nov., a new diatom taxon from a high mountain lake in the Sierra Nevada (Granada, Spain)"	2007	"Diatom Research"	" "	"NORTH-AMERICA;BACILLARIOPHYCEAE;Marine & Freshwater Biology ER"
643	"Lopez-Gonzalez,M. J.;Rodriguez,E.;Shepherd,G. G.;Shepherd,M. G.;Sargoytchev,S.;Aushev,V. M.;Garcia-Comas,M.;Brown,S.;Wiens,H."	"O-2 Atmospheric band and OH(6-2) airglow and temperature variability over Spain using SATI observations: Planetary-scale oscillations during autumn"	2007	"Canadian Journal of Physics"	"Can.J.Phys."	"LOWER THERMOSPHERE;EMISSION RATE;WAVES;MESOSPHERE;IMAGER;MIDLATITUDES;INSTRUMENT;RADARS;Physics ER"
644	"Lorite,J.;Navarro,F. B.;Valle,F."	"Estimation of threatened orophytic flora and priority of its conservation in the Baetic range (S. Spain)"	2007	"Plant Biosystems"	" "	"complementarity analysis;conservation;correspondence analysis;hotspot;orophilous species;Spain;threatened flora;BIODIVERSITY HOTSPOTS;MEDITERRANEAN BASIN;SOUTHERN SPAIN;Plant Sciences ER"
645	"Lorite,Juan;Gomez,Francisco;Francisco Mota,Juan;Valle,Francisco"	"Orophilous plant communities of Baetic range in Andalusia (south-eastern Spain): priority altitudinal-islands for conservation"	2007	"Phytocoenologia"	"Phytocoenologia"	"syntaxa;high-mountain communities;priority areas;conservation;BIODIVERSITY;RESERVES;FLORA;Plant Sciences;Environmental Sciences & Ecology ER"
646	"Lorite,Juan;Ruiz-Girela,Mario;Castro,Jorge"	"Patterns of seed germination in Mediterranean mountains: Study on 37 endemic or rare species from Sierra Nevada, SE Spain"	2007	"Candollea"	"Candollea"	"Sierra Nevada National Park;seed germination;endemic species;rare species;threatened flora;plant conservation;Mediterranean high mountain;TEMPERATURE;STRATIFICATION;ESTABLISHMENT;REQUIREMENTS;REPRODUCTION;CONSERVATION;STRATEGIES;GENISTEAE;FABACEAE;DORMANCY;Plant Sciences ER"
647	"Luceno,Modesto;Jimenez Mejias,Pedro;Escudero,Marcia;Sanchez Gullon,Enrique;Weickert,Pedro"	"New chorological records of two rare Cyperaceae from Andalusia"	2007	"Acta Botanica Malacitana"	" "	"Life Sciences & Biomedicine - Other Topics"
