"key"	"Authors..Primary"	"Title.Primary"	"Pub.Year"	"Periodical.Full"	"Periodical.Abbrev"	"Keywords"
648	"Meyer,Marc D.;North,Malcolm P.;Gray,Andrew N.;Zald,Harold S. J."	"Influence of soil thickness on stand characteristics in a Sierra Nevada mixed-conifer forest"	2007	"Plant and Soil"	"Plant Soil"	"forest regeneration;refraction seismic method;soil moisture;soil temperature;WEATHERED GRANITIC BEDROCK;MEDITERRANEAN CLIMATE;ARCTOSTAPHYLOS-PATULA;TREE REGENERATION;PINUS-JEFFREYI;WATER-CONTENT;VEGETATION;GROWTH;FIR;RED;Agriculture;Plant Sciences ER"
649	"Miralles,I.;Ortega,R.;Sanchez-Maranon,M.;Leiros,M. C.;Trasar-Cepeda,C.;Gil-Sotres,F."	"Biochemical properties of range and forest soils in Mediterranean mountain environments"	2007	"Biology and Fertility of Soils"	"Biol.Fertility Soils"	"soil biochemical properties;mountain soils;soil enzymes;Spanish soils;Mediterranean ecosystems;VEGETATION ATLANTIC OAKWOOD;SUSTAINABLE LAND-USE;HUMID ZONE GALICIA;MICROBIAL BIOMASS;ORGANIC-MATTER;ACID SOILS;NW SPAIN;INDICATORS;QUALITY;PARAMETERS;Agriculture ER"
650	"Moreno-Rueda,Gregorio;Rivas,Jose M."	"Recent changes in allometric relationships among morphological traits in the dipper (Cinclus cinclus)"	2007	"Journal of Ornithology"	" "	"allometry;Cinclus cinclus;climatic change;dipper;morphology;GLOBAL CLIMATE-CHANGE;BODY-SIZE;BERGMANNS RULE;PASSERINE BIRDS;TEMPERATURE;CONSEQUENCES;POPULATIONS;BONFERRONI;EVOLUTION;GOSHAWKS;Zoology ER"
651	"Murashkina,M. A.;Southard,R. J.;Pettygrove,G. S."	"Potassium fixation in San Joaquin Valley soils derived from granitic and nongranitic alluvium"	2007	"Soil Science Society of America Journal"	"Soil Sci.Soc.Am.J."	"SODIUM TETRAPHENYLBORON METHOD;COTTON RESPONSE;FERTILIZER POTASSIUM;KINETICS;RELEASE;EXCHANGE;MINERALS;AMMONIUM;Agriculture ER"
652	"Ortiz-Sanchez,F. J."	"A relict population of Anthophora (Clisodon) furcata (Panzer, 1798) in Sierra Nevada, first record from the southern half of the Iberian Peninsula (Hymenoptera, Anthophoridae)."	2007	"Acta Granatense"	" "	"Zoology;Anthophora (Clisodon) furcata [Europe / Iberian Peninsula, south / Relict population discovery] [Spain / Sierra Nevada / ]."
653	"Perez-Aranda,Diana;Carro,Francisco;Garrido,Jose Antonio;Cano,Javier;Castillo,Antonio;Grandados,Jose Enrique;Suarez,Francisco;Soriguer,Ramon C."	"Recent findings on snow vole Chionomys nivalis (Martins 1842) distribution in the Sierra Nevada (Andalucia, Spain)."	2007	"Galemys"	" "	"Zoology;Chionomys nivalis [Spain / Andalucia, Sierra Nevada / Distribution review;new records & mapping]."
654	"Perez-Garcia,Francisco Javier;Cueto,Miguel;Penas,Julio;Martinez-Hernandez,Fabian;Medina-Cazorla,Jose Miguel;Garrido-Becerra,Juan Antonio;Mota,Juan Francisco"	"Selection of an endemic flora reserve network and its biogeographical significance in the Baetic ranges (Southern Spain)"	2007	"Acta Botanica Gallica"	"Acta Bot.Gallica"	"biodiversity hot-spot;phytogeography;plant conservation;plant endemism;Tabu search;CONSERVATION PRIORITIES;BIODIVERSITY HOTSPOTS;PLACE PRIORITIZATION;MEDITERRANEAN BASIN;PROTECTION;DESIGN;AREAS;Plant Sciences ER"
655	"Perez-Martinez,C.;Barea-Arco,J.;Conde-Porcuna,J. M.;Morales-Baquero,R."	"Reproduction strategies of Daphnia pulicaria population in a high mountain lake of Southern Spain"	2007	"Hydrobiologia"	"Hydrobiologia"	"Daphnia;diapause;hatching;high mountain lake;reproduction;FRESH-WATER CRUSTACEAN;SEXUAL REPRODUCTION;ZOOPLANKTON;PHOTOPERIOD;DYNAMICS;COPEPODS;EPIBIONT;STIMULI;PULEX;Marine & Freshwater Biology ER"
656	"Reinhardt,L. J.;Bishop,Paul;Hoey,T. B.;Dempster,T. J.;Sanderson,D. C. W."	"Quantification of the transient response to base-level fall in a small mountain catchment: Sierra Nevada, southern Spain"	2007	"Journal of Geophysical Research-Earth Surface"	" "	"REGENERATIVE-DOSE PROTOCOL;COSMOGENIC NUCLIDES;EROSION RATES;HILLSLOPE EVOLUTION;BEDROCK INCISION;DEBRIS FLOWS;BE-10;SEDIMENT;QUARTZ;AL-26;Geology ER"
657	"Reinhardt,L. J.;Dempster,T. J.;Shroder,J. F., Jr.;Persano,C."	"Tectonic denudation and topographic development in the Spanish Sierra Nevada"	2007	"Tectonics"	" "	"SITU-PRODUCED BE-10;FISSION-TRACK DATA;SE SPAIN;BETIC CORDILLERA;COSMOGENIC NUCLIDES;EROSION RATES;SOUTHERN SPAIN;NORTHWESTERN;HIMALAYA;LANDSCAPE DEVELOPMENT;MOUNTAIN BELT;Geochemistry & Geophysics ER"
658	"Reinhardt,Liam J.;Hoey,T. B.;Barrows,T. T.;Dempster,T. J.;Bishop,P.;Fifield,L. K."	"Interpreting erosion rates from cosmogenic radionuclide concentrations measured in rapidly eroding terrain"	2007	"Earth Surface Processes and Landforms"	"Earth Surf.Process.Landforms"	"cosmogenic nuclides;erosion;steady-state landscape;high relief;mountain;landsliding;SITU-PRODUCED BE-10;SIERRA-NEVADA;MOUNTAIN BELT;ALLUVIAL SEDIMENT;CLIMATIC CONTROL;RIVER SEDIMENTS;SE SPAIN;AL-26;NUCLIDES;LANDSLIDE;Physical Geography;Geology ER"
659	"Ros,R. M.;Rams,S.;Holyoak,D. T.;Brugues,M.;Cros,R. M."	"Revision of the records of Brachymenium commutatum (Bryophyta, Bryaceae) in Europe"	2007	"Nova Hedwigia"	"Nova Hedwigia"	"European bryophyte flora;Spain;taxonomy;Bryaceae;Brachymenium commutatum;B. commutatum var. hispanicum;MORPHOLOGY;MOSSES;Plant Sciences ER"
660	"Ruano,Francisca;Tinaut,Alberto;Sanllorente,Olivia;Fernandez-Zambrano,Alejandra"	"New localities for Rossomyrmex minuchae Tinaut, 1981 (Hymenoptera, Formicidae)."	2007	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Environmental Sciences & Ecology;Zoology;Proformica longiseta [Slave making / Rossomyrmex minuchae (Hymenoptera) / Associate new geographical record] [Spain / Sierra Nevada / ]. Rossomyrmex minuchae [Slave making / Proformica longiseta (Hymenoptera) / Host specificity;new record] [Spain / Sierra Nevada / ]."
661	"Rueda,Francisco;Moreno-Ostos,Enrique;Cruz-Pizarro,Luis"	"Spatial and temporal scales of transport during the cooling phase of the ice-free period in a small high-mountain lake"	2007	"Aquatic Sciences"	"Aquat.Sci."	"physical limnology;high mountain lakes;transport scales;convective;circulation;LARGE POLYMICTIC LAKE;MIXED LAYER;DYNAMICS;OCEAN;PHYTOPLANKTON;VARIABILITY;ADVECTION;EMBAYMENT;RESERVOIR;EXCHANGE;Environmental Sciences & Ecology;Marine & Freshwater Biology ER"
662	"Scarciglia,Fabio;Le Pera,Emilia;Critelli,Salvatore"	"The onset of the sedimentary cycle in a mid-latitude upland environment: Weathering, pedogenesis, and geomorphic processes on plutonic rocks (Sila Massif, Calabria)"	2007	"Sedimentary Provenance and Petrogenesis: Perspectives from Petrography and Geochemistry"	" "	"granite weathering;pedogenesis;geomorphic processes;sediment source;polygenesis;upland Mediterranean climate;SOUTHERN BLUE RIDGE;GALICIA NW SPAIN;FLUVIAL SANDS;SILICICLASTIC;SEDIMENTS;DISSOLUTION KINETICS;SURFACE TEXTURES;LATE QUATERNARY;TROPICAL SOILS;GRANITIC-ROCKS;SIERRA-NEVADA;Geochemistry & Geophysics;Geology ER"
663	"Serrano-Bernardo,F.;Rosua,J. L.;Diaz-Miguel,M."	"Light and temperature effects on seed germination of four native species of Mediterranean high mountains (Spain)"	2007	"Phyton-International Journal of Experimental Botany"	" "	"germination;plant-cover restoration;Mediterranean high mountains;Sierra Nevada;light;temperature;BIODIVERSITY HOTSPOTS;CONSERVATION PRIORITIES;PHYTOCHROMES;DORMANCY;STORAGE;RANGE;Plant Sciences ER"
664	"Serrano,Emmanuel;Granados,Jose Enrique;Perez,Jesus M."	"Sarcoptic mange and metapodial development in growing male Iberian ibex (Capra pyrenaica)"	2007	"Veterinary parasitology"	"Vet.Parasitol."	"ossification;skeletal growth;parasite-host relationship;Sarcoptes scabiei;SPANISH IBEX;APPENDICULAR SKELETON;GROWTH;NUTRITION;SPAIN;IVERMECTIN;PARASITISM;BEHAVIOR;SCABIEI;Parasitology;Veterinary Sciences ER"
665	"Tinaut,A.;Martinez-Ibanez,M. D.;Ruano,F."	"Inventory of the ant species of Sierra Nevada, Granada (Spain) (Hymenoptera, Formicidae)."	2007	"Zoologica Baetica"	"Zool.Baetica"	"Zoology;Formicidae [Checklists / Revised inventory / systematics;new recordsfor 22 species;Granada;Sierra Nevada] [Zoogeography / Zoogeographical composition / ] [Spain / Granada, Sierra Nevada / distribution]. Lasius meridionalis [Spain / Andalucia / New record]."
666	"Tinaut,Alberto"	"First record of the genus Amblyopone Erichson, 1842 (Hymenoptera, Formicidae) in Sierra Nevada (Granada) and Oriental Andalusia."	2007	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Zoology;Amblyopone [Spain / Andalusia, east / New record]. Amblyopone gaetulica [Spain / Sierra Nevada, Los Alayos / New record]."
667	"Adjemian,Jennifer Zipser;Adjemian,Michael K.;Foley,Patrick;Chomel,Bruno B.;Kasten,Rickie W.;Foley,Janet E."	"Evidence of multiple zoonotic agents in a wild rodent community in the eastern sierra Nevada"	2008	"Journal of wildlife diseases"	"J.Wildl.Dis."	"anaplasma phagocytophilum;California;fleas;Rickettsia rickettsii;rodents;ticks;Yersinia pestis;ANAPLASMA-PHAGOCYTOPHILUM;BORRELIA-BURGDORFERI;YERSINIA-PESTIS;UNITED-STATES;PLAGUE;INFECTION;Veterinary Sciences ER"
668	"Alados-Arboledas,L.;Alcantara,A.;Olmo,F. J.;Martinez-Lozano,J. A.;Estelles,V.;Cachorro,V.;Silva,A. M.;Horvath,H.;Gangl,M.;Diaz,A.;Pujadas,M.;Lorente,J.;Labajo,A.;Sorribas,M.;Pavese,G."	"Aerosol columnar properties retrieved from CIMEL radiometers during VELETA 2002"	2008	"Atmospheric Environment"	"Atmos.Environ."	"atmospheric aerosol;columnar properties;volume size distribution;single scattering albedo;planetary boundary layer;Saharan dust;OPTICAL-PROPERTIES;SOUTHEASTERN SPAIN;ATMOSPHERIC AEROSOLS;HEAT-WAVE;DUST;AERONET;ARMILLA;NETWORK;SUN;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences ER"
669	"Alasaad,S.;Granados,J. E.;Cano-Manuel,F. J.;Meana,A.;Zhu,X. Q.;Perez,J. M."	"Epidemiology of fasciolosis affecting Iberian ibex (Capra pyrenaica) in southern Spain"	2008	"Parasitology research"	"Parasitol.Res."	"SARCOPTIC MANGE;SPANISH IBEX;HEPATICA;SHEEP;Parasitology ER"
670	"Alasaad,S.;Soglia,D.;Sarasa,M.;Soriguer,R. C.;Perez,J. M.;Granados,J. E.;Rasero,R.;Zhu,X. Q.;Rossi,L."	"Skin-scale genetic structure of Sarcoptes scabiei populations from individual hosts: empirical evidence from Iberian ibex-derived mites"	2008	"Parasitology research"	"Parasitol.Res."	"LANDSCAPE GENETICS;SOCIAL-BEHAVIOR;SPANISH IBEX;ECOLOGY;CONSERVATION;DISEASE;SPAIN;MANGE;Parasitology ER"
671	"Arboleya,Maria-Luisa;Babault,Julien;Owen,Lewis A.;Teixell,Antonio;Finkel,Robert C."	"Timing and nature of Quaternary fluvial incision in the Ouarzazate foreland basin, Morocco"	2008	"Journal of the Geological Society"	" "	"HIGH ATLAS MOROCCO;IN-SITU BE-10;SOUTHEAST SPAIN;CLIMATE-CHANGE;HYDROLOGICAL CHANGES;NUCLIDE PRODUCTION;IBERIAN PENINSULA;NORTHWEST;AFRICA;EROSION RATES;SIERRA-NEVADA;Geology ER"
672	"Assing,Volker"	"Four new species and additional records of Palaearctic Sunius, with two new synonymies (Coleoptera: Staphylinidae: Paederinae)"	2008	"Beitraege zur Entomologie"	"Beitr.Entomol."	"Life Sciences & Biomedicine - Other Topics"
673	"Batlles,F. J.;Bosch,J. L.;Tovar-Pescador,J.;Martinez-Durban,M.;Ortega,R.;Miralles,I."	"Determination of atmospheric parameters to estimate global radiation in areas of complex topography: Generation of global irradiation map"	2008	"Energy Conversion and Management"	" "	"global solar radiation;DTM;radiation map;SOLAR-RADIATION;HORIZONTAL SURFACE;DIFFUSE-RADIATION;PREDICTION;FRACTION;BASIN;Thermodynamics;Energy & Fuels;Mechanics;Physics ER"
674	"Bosch,J. L.;Lopez,G.;Batlles,F. J."	"Daily solar irradiation estimation over a mountainous area using artificial neural networks"	2008	"Renewable Energy"	"Renewable Energy"	"solar radiation;artificial neural networks;complex terrain;ARD;PHOTOSYNTHETICALLY ACTIVE RADIATION;MODEL;INTERPOLATION;PRECIPITATION;TEMPERATURE;TOPOGRAPHY;VARIABLES;REGION;TURKEY;Energy & Fuels ER"
675	"Bullejos,F. J.;Villar-Argaiz,M.;Medina-Sanchez,J. M.;Delgado-Molina,J. A.;Carrillo,P."	"Impact of UV radiation and nutrients on the elemental composition of zooplankton in a Mediterranean high mountain lake"	2008	"International Association of Theoretical and Applied Limnology, Vol 30, Pt 4, Proceedings"	" "	"C:N:P stoichiometry;homeostasis;zooplankton;UV radiation;GROWTH-RATE;Marine & Freshwater Biology ER"
676	"Cano Villegas,Francisco J."	"[Interesting observations of arthropods in the Sierra Nevada (Granada, Andalusia).]"	2008	"Boletin de la Sociedad Andaluza de Entomologia"	" "	"Zoology;Baetica ustulata;Ischnura graellsi;Pyrrhosoma nymphula;Roeweritta carpentieri [Spain / Sierra Nevada / New record]."
677	"Casas,J. Jesus;Langton,Peter H."	"Chironomid species richness of a permanent and a temporary Mediterranean stream: a long-term comparative study"	2008	"Journal of the North American Benthological Society"	"J.N.Am.Benthol.Soc."	"chironomid species richness;Mediterranean streams;permanent stream;temporary stream;spate;drought;MACROINVERTEBRATE ASSEMBLAGES;COMMUNITY STRUCTURE;PATCH DYNAMICS;DISTURBANCE;ECOLOGY;CONSERVATION;BIODIVERSITY;INTERMITTENT;RESPONSES;WATERS;Environmental Sciences & Ecology;Marine & Freshwater Biology ER"
678	"Cunniffe,R.;Castro-Tirado,A. J.;Kubanek,P.;Jelinek,M.;Vitek,S.;Gorosabel,J.;Postigo,A. de Ugarte;Riva,A.;Zerbi,F.;Claret,A.;Sanchez-Fernandez,C."	"Installation and first light of the BOOTES-IR near-IR camera"	2008	"Advanced Software and Control for Astronomy Ii, Pts 1 & 2"	" "	"Robotic telescopes;telescope software;near-IR instrumentation;cryogenics;TELESCOPE;SYSTEM;GRB;Automation & Control Systems;Astronomy & Astrophysics;Instruments & Instrumentation ER"
679	"de Figueroa,Jose Manuel Tierno;Sainz-Cantero,Carmen Elisa"	"First record of Taeniopteryx hubaulti Aubert, 1946 (Plecoptera, Taeniopterygidae) in Southern Iberian Peninsula."	2008	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Zoology;Taeniopteryx hubaulti [Spain / Granada, Sierra Nevada Mountains / New record]."
680	"de Galdeano,C. Sanz"	"Fracture controls in Tablate (Lecrin, Granada, Betic Chain, Spain)"	2008	"Estudios Geologicos-Madrid"	" "	"Normal faults;joints;lithologic control;palaeostress;Betic Chain;SOUTHERN SPAIN;CORDILLERAS;BASIN;Geology ER"
681	"Defaut,Bernard"	"[Validity and fields of application of the diverse taxonomic vocabulary of the Acrididae family (Orthoptera).]"	2008	"Materiaux Orthopteriques et Entomocenotiques"	" "	"Zoology"
682	"Ebmer,A. W."	"The west Palaearctic species of the genus Dufourea LEPELETIER 1841 (Insecta : Hymenoptera : Apoidea : Halictidae : Rophitinae) fifth supplement"	2008	"Linzer Biologische Beitraege"	" "	"Life Sciences & Biomedicine - Other Topics"
683	"El Hamdouni,R.;Irigaray,C.;Fernandez,T.;Chacon,J.;Keller,E. A."	"Assessment of relative active tectonics, southwest border of the Sierra Nevada (southern Spain)"	2008	"Geomorphology"	"Geomorphology"	"tectonic geomorphology;geomorphic indices of active tectonics;Sierra Nevada;betic cordillera;southern Spain;Physical Geography;Geology ER"
684	"Fletcher,William J.;Goni,Maria Fernanda Sanchez"	"Orbital- and sub-orbital-scale climate impacts on vegetation of the western Mediterranean basin over the last 48,000 yr"	2008	"Quaternary Research"	"Quatern.Res."	"Marine palynology;Land-sea correlation;Iberian margin;Mediterranean region;Dansgaard-Oeschger variability;Heinrich events;LGM;Holocene;Precession;ALBORAN SEA;IBERIAN PENINSULA;SOUTHERN SPAIN;ENVIRONMENTAL-CHANGE;POLLEN DISTRIBUTION;DANSGAARD-OESCHGER;SEGURA MOUNTAINS;AGE;CALIBRATION;GLACIAL MAXIMUM;MONTANE REGION;Physical Geography;Geology ER"
685	"Gomez Ortiz,Antonio;Salvador Franch,Ferran;Schulte,Lothar;Sanjose Blasco,Jose Juan;Atkinson Gordo,Alan;Palacios Estremera,David"	"Morphodynamic evolution in recent deglaciated high mountain areas: The case of the Veleta Cirque, Sierra Nevada. Consequence of climate change?"	2008	"Scripta Nova-Revista Electronica De Geografia Y Ciencias Sociales"	" "	"Degradation;Spain;rock glacier;dead ice;permafrost;Sierra Nevada subsidence;Geography ER"
686	"Gomez-Aparicio,Lorena;Zamora,Regino;Castro,Jorge;Hodar,Jose A."	"Facilitation of tree saplings by nurse plants: Microhabitat amelioration or protection against herbivores?"	2008	"Journal of Vegetation Science"	" "	"abiotic stress;facilitation mechanism;herbivory pressure;Mediterranean mountain;nurse shrub;sapling survival;species-specific effect;SEEDLING ESTABLISHMENT;POSITIVE INTERACTIONS;MEDITERRANEAN;ENVIRONMENTS;PINUS-SYLVESTRIS;TAXUS-BACCATA;SHRUBS;REGENERATION;COMMUNITIES;RECRUITMENT;ASSOCIATION;Plant Sciences;Environmental Sciences & Ecology;Forestry ER"
687	"Gomez,Jose M.;Bosch,Jordi;Perfectti,Francisco;Fernandez,J. D.;Abdelaziz,Mohamed;Camacho,J. P. M."	"Spatial variation in selection on corolla shape in a generalist plant is promoted by the preference patterns of its local pollinators"	2008	"Proceedings of the Royal Society B-Biological Sciences"	" "	"corolla shape evolution;pollinator preference;spatial variation;geometric morphometrics;nectar;pollen;HORMATHOPHYLLA-SPINOSA CRUCIFERAE;FREQUENCY-DEPENDENT SELECTION;FLORAL;SYMMETRY;ERYSIMUM-MEDIOHISPANICUM;WILD RADISH;FLOWER SIZE;PHENOTYPIC;SELECTION;IPOMOPSIS-AGGREGATA;POLEMONIUM-VISCOSUM;MEDITERRANEAN HERB;Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Evolutionary Biology ER"
688	"Gomez,Jose M.;Hodar,Jose A."	"Wild boars (Sus scrofa) affect the recruitment rate and spatial distribution of holm oak (Quercus ilex)"	2008	"Forest Ecology and Management"	"For.Ecol.Manage."	"Quercus ilex;population regeneration;seedling recruitment;herbivory;facilitation;wild boars;seedling establishment limitation;SEED DISPERSAL;NURSE PLANTS;CENTRAL CALIFORNIA;MEDITERRANEAN OAK;TAXUS-BACCATA;TREE;PATTERNS;FOREST;Forestry ER"
689	"Gomez,Jose M.;Puerta-Pinero,Carolina;Schupp,Eugene W."	"Effectiveness of rodents as local seed dispersers of Holm oaks"	2008	"Oecologia"	"Oecologia"	"acorn dispersal;Apodemus sylvaticus;disperser effectiveness;Quercus ilex;Sciurus vulgaris;QUERCUS-ILEX;POSTDISPERSAL PREDATION;SUBTROPICAL;FOREST;MEDITERRANEAN OAK;SPATIAL-PATTERNS;CASTANEA-CRENATA;TREE;SEEDLINGS;WOOD MICE;RECRUITMENT;Environmental Sciences & Ecology ER"
690	"Gonzalez-Megias,Adela;Maria Gomez,Jose;Sanchez-Pinero,Francisco"	"Factors determining beetle richness and composition along an altitudinal gradient in the high mountains of the Sierra Nevada National Park (Spain)"	2008	"Ecoscience"	"Ecoscience"	"alpha diversity;biotic and abiotic factors;multivariate analysis;species assemblage;standardized richness indices;NORTHERN IBERIAN PENINSULA;SPECIES-RICHNESS;ELEVATIONAL GRADIENT;RAPOPORTS RULE;PITFALL TRAPS;DIVERSITY;HABITAT;CONSERVATION;ABUNDANCE;BUTTERFLIES;Environmental Sciences & Ecology ER"
691	"Grayson,Donald K.;Millar,Constance I."	"Prehistoiric human influence on the abundance and distiribution of deadwood in alpine landscapes"	2008	"Perspectives in Plant Ecology Evolution and Systematics"	" "	"alpine treeline;western USA;holocene;anthropogenic impacts;archeology;dendrochronology;SIERRA-NEVADA;CLIMATE-CHANGE;WHITE MOUNTAINS;HIGH-ALTITUDE;GREAT-BASIN;TIMBERLINE;CALIFORNIA;WOOD;CHRONOLOGY;DYNAMICS;Plant Sciences;Environmental Sciences & Ecology ER"
692	"Kohfahl,Claus;Sprenger,Christoph;Benavente Herrera,Jose;Meyer,Hanno;Fernandez Chacon,Franzisca;Pekdeger,Asaf"	"Recharge sources and hydrogeochemical evolution of groundwater in semiarid and karstic environments: A field study in the Granada Basin (Southern Spain)"	2008	"Applied Geochemistry"	"Appl.Geochem."	"PRECIPITATION;ISOTOPE;HYDROLOGY;WATERS;O-18;Geochemistry & Geophysics ER"
693	"Kropf,Matthias;Comes,Hans P.;Kadereit,Joachim W."	"Causes of the genetic architecture of south-west European high mountain disjuncts"	2008	"Plant Ecology & Diversity"	" "	"Plant Sciences ER"
694	"Lara,Francisco;Medina,Rafael;Garilleti,Ricardo;Mazimpaka,Vicente"	"On the presence of Orthotrichum patens Bruch & Brid. in the Iberian Peninsula"	2008	"Cryptogamie Bryologie"	" "	"mosses;Spain;Romania;Turkey;European rare species;Orthotrichum alpestre;Orthotrichum handiense;Orthotrichum scanicum;Orthotrichum putchellum;Orthotrichum stellatum;Orthotrichum stramineum;RED-LIST;Plant Sciences ER"
